Destination,Destination IP,Hop,IP,ASN,City,Region,Country,Loc,Postal,Timezone,RTT1,RTT2,RTT3
facebook.com,57.144.180.1,17,*,,,,,,,,*,*,*
facebook.com,57.144.180.1,18,*,,,,,,,,*,*,*
facebook.com,57.144.180.1,19,*,,,,,,,,*,*,*
facebook.com,57.144.180.1,20,*,,,,,,,,*,*,*
apple.com,17.253.144.10,1,172.20.160.1,N/A,,,,,,,70.08,63.46,63.68
apple.com,17.253.144.10,2,192.168.1.1,N/A,,,,,,,71.28,56.19,59.19
apple.com,17.253.144.10,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,43.58,79.25,59.78
apple.com,17.253.144.10,4,100.41.132.142,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,71.53,55.68,71.55
apple.com,17.253.144.10,5,140.222.8.13,N/A,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,63.39,50.58,75.55
apple.com,17.253.144.10,6,152.179.200.198,AS701 Verizon Business,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,91.63,55.42,51.04
apple.com,17.253.144.10,7,17.253.144.10,AS714 Apple Inc.,Cupertino,California,US,"37.3230,-122.0322",95014,America/Los_Angeles,95.68,51.83,63.7
amazonaws.com,72.21.206.80,1,172.20.160.1,N/A,,,,,,,68.06,35.57,43.66
amazonaws.com,72.21.206.80,2,192.168.1.1,N/A,,,,,,,43.47,47.66,79.76
amazonaws.com,72.21.206.80,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,55.38,79.52,95.64
amazonaws.com,72.21.206.80,4,100.41.132.140,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,71.37,39.63,71.72
amazonaws.com,72.21.206.80,5,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,6,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,7,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,8,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,9,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,10,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,11,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,12,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,13,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,14,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,15,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,16,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,17,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,18,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,19,*,,,,,,,,*,*,*
amazonaws.com,72.21.206.80,20,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,1,172.20.160.1,N/A,,,,,,,53.07,48.04,63.08
dzen.ru,5.61.23.39,2,192.168.1.1,N/A,,,,,,,63.57,79.65,43.62
dzen.ru,5.61.23.39,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,47.56,59.61,63.77
dzen.ru,5.61.23.39,4,100.41.132.140,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,75.36,55.75,59.63
dzen.ru,5.61.23.39,5,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,6,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,7,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,8,80.91.254.90,AS1299 Arelion Sweden AB,Malmö,Skåne,SE,"55.6059,13.0007",200 01,Europe/Stockholm,139.28,123.92,135.49
dzen.ru,5.61.23.39,9,62.115.139.172,AS1299 Arelion Sweden AB,Stockholm,Stockholm,SE,"59.3294,18.0687",195 87,Europe/Stockholm,139.48,131.62,139.48
dzen.ru,5.61.23.39,10,62.115.141.23,AS1299 Arelion Sweden AB,Moscow,Moscow,RU,"55.7522,37.6156",101000,Europe/Moscow,195.4,211.55,187.42
dzen.ru,5.61.23.39,11,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,12,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,13,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,14,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,15,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,16,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,17,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,18,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,19,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,20,*,,,,,,,,*,*,*
youtube.com,142.251.40.142,1,172.20.160.1,N/A,,,,,,,64.81,43.61,47.54
youtube.com,142.251.40.142,2,192.168.1.1,N/A,,,,,,,59.43,55.69,60.0
youtube.com,142.251.40.142,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,55.4,91.5,59.44
youtube.com,142.251.40.142,4,100.41.132.140,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,51.72,67.7,47.77
youtube.com,142.251.40.142,5,*,,,,,,,,*,*,*
youtube.com,142.251.40.142,6,204.148.5.98,AS701 Verizon Business,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,55.26,55.58,59.74
youtube.com,142.251.40.142,7,192.178.107.21,AS15169 Google LLC,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,43.42,87.71,63.53
youtube.com,142.251.40.142,8,216.239.49.65,AS15169 Google LLC,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,51.51,66.84,67.25
youtube.com,142.251.40.142,9,142.251.40.142,AS15169 Google LLC,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,67.45,55.66,63.69
googleapis.com,142.250.65.196,1,172.20.160.1,N/A,,,,,,,36.85,47.74,75.58
googleapis.com,142.250.65.196,2,192.168.1.1,N/A,,,,,,,59.47,63.71,55.67
googleapis.com,142.250.65.196,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,59.54,51.56,51.78
googleapis.com,142.250.65.196,4,100.41.132.140,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,51.21,75.77,71.71
googleapis.com,142.250.65.196,5,*,,,,,,,,*,*,*
googleapis.com,142.250.65.196,6,152.193.106.146,AS701 Verizon Business,Secaucus,New Jersey,US,"40.7895,-74.0565",07094,America/New_York,43.04,52.91,59.63
googleapis.com,142.250.65.196,7,192.178.107.21,AS15169 Google LLC,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,63.55,79.62,79.37
googleapis.com,142.250.65.196,8,142.251.60.239,AS15169 Google LLC,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,67.19,37.63,47.56
googleapis.com,142.250.65.196,9,142.250.65.196,AS15169 Google LLC,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,55.38,68.48,51.69
cloudflare.com,104.16.133.229,1,172.20.160.1,N/A,,,,,,,62.71,51.67,63.6
cloudflare.com,104.16.133.229,2,192.168.1.1,N/A,,,,,,,67.27,75.51,43.71
cloudflare.com,104.16.133.229,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,67.42,59.81,71.67
cloudflare.com,104.16.133.229,4,100.41.132.140,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,55.46,67.28,79.49
cloudflare.com,104.16.133.229,5,*,,,,,,,,*,*,*
cloudflare.com,104.16.133.229,6,*,,,,,,,,*,*,*
cloudflare.com,104.16.133.229,7,162.158.61.109,"AS13335 Cloudflare, Inc.",Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,51.31,87.79,47.5
cloudflare.com,104.16.133.229,8,104.16.133.229,"AS13335 Cloudflare, Inc.",San Francisco,California,US,"37.7621,-122.3971",94107,America/Los_Angeles,63.55,55.51,63.36
akamai.net,N/A,N/A,Unresolvable,,,,,,,,,,
instagram.com,157.240.241.174,1,172.20.160.1,N/A,,,,,,,52.42,51.36,43.55
instagram.com,157.240.241.174,2,192.168.1.1,N/A,,,,,,,63.12,71.34,59.92
instagram.com,157.240.241.174,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,54.96,55.74,35.65
instagram.com,157.240.241.174,4,100.41.132.140,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,51.47,55.34,55.46
instagram.com,157.240.241.174,5,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,6,152.179.68.58,AS701 Verizon Business,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,71.47,91.76,75.69
instagram.com,157.240.241.174,7,129.134.47.22,"AS32934 Facebook, Inc.",New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,50.95,43.96,75.61
instagram.com,157.240.241.174,8,129.134.62.111,"AS32934 Facebook, Inc.",New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,59.44,55.64,55.53
instagram.com,157.240.241.174,9,129.134.84.8,"AS32934 Facebook, Inc.",New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,75.63,60.52,55.81
instagram.com,157.240.241.174,10,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,11,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,12,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,13,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,14,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,15,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,16,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,17,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,18,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,19,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,20,*,,,,,,,,*,*,*
twitter.com,172.66.0.227,1,172.20.160.1,N/A,,,,,,,38.09,47.58,63.52
twitter.com,172.66.0.227,2,192.168.1.1,N/A,,,,,,,51.71,67.78,79.43
twitter.com,172.66.0.227,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,55.98,71.32,79.48
twitter.com,172.66.0.227,4,100.41.132.140,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,75.35,79.79,51.87
twitter.com,172.66.0.227,5,*,,,,,,,,*,*,*
twitter.com,172.66.0.227,6,152.193.5.194,AS701 Verizon Business,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,*,67.2,81.71
twitter.com,172.66.0.227,7,162.158.61.129,"AS13335 Cloudflare, Inc.",Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,67.18,59.84,43.66
twitter.com,172.66.0.227,8,172.66.0.227,"AS13335 Cloudflare, Inc.",San Francisco,California,US,"37.7621,-122.3971",94107,America/Los_Angeles,55.22,49.98,47.74
akamaiedge.net,N/A,N/A,Unresolvable,,,,,,,,,,
office.com,13.107.6.156,1,172.20.160.1,N/A,,,,,,,44.23,67.79,59.76
office.com,13.107.6.156,2,192.168.1.1,N/A,,,,,,,56.41,42.9,39.87
office.com,13.107.6.156,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,71.36,75.87,79.62
office.com,13.107.6.156,4,100.41.132.142,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,47.17,51.44,59.72
office.com,13.107.6.156,5,*,,,,,,,,*,*,*
office.com,13.107.6.156,6,152.193.8.34,AS701 Verizon Business,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,67.85,55.64,39.54
office.com,13.107.6.156,7,*,,,,,,,,*,*,*
office.com,13.107.6.156,8,*,,,,,,,,*,*,*
office.com,13.107.6.156,9,*,,,,,,,,*,*,*
office.com,13.107.6.156,10,*,,,,,,,,*,*,*
office.com,13.107.6.156,11,*,,,,,,,,*,*,*
office.com,13.107.6.156,12,*,,,,,,,,*,*,*
office.com,13.107.6.156,13,*,,,,,,,,*,*,*
office.com,13.107.6.156,14,*,,,,,,,,*,*,*
office.com,13.107.6.156,15,*,,,,,,,,*,*,*
office.com,13.107.6.156,16,*,,,,,,,,*,*,*
office.com,13.107.6.156,17,*,,,,,,,,*,*,*
office.com,13.107.6.156,18,*,,,,,,,,*,*,*
office.com,13.107.6.156,19,*,,,,,,,,*,*,*
office.com,13.107.6.156,20,*,,,,,,,,*,*,*
gstatic.com,142.251.40.227,1,172.20.160.1,N/A,,,,,,,49.25,55.45,55.81
gstatic.com,142.251.40.227,2,192.168.1.1,N/A,,,,,,,59.38,59.91,51.49
gstatic.com,142.251.40.227,3,71.172.72.1,AS701 Verizon Business,Dayton,New Jersey,US,"40.3726,-74.5101",08810,America/New_York,59.45,47.73,63.51
gstatic.com,142.251.40.227,4,100.41.132.142,AS701 Verizon Business,Newark,New Jersey,US,"40.7357,-74.1724",07102,America/New_York,59.54,75.49,79.59
gstatic.com,142.251.40.227,5,*,,,,,,,,*,*,*
gstatic.com,142.251.40.227,6,*,,,,,,,,*,*,*
gstatic.com,142.251.40.227,7,*,,,,,,,,*,*,*
