Destination,Source,Median RTT to Last Google Node (ms),Median RTT to Last Node (ms),RTT Ratio (Google/Total),RTT from Google Exit to Last Node (ms),Exit Status,Distance to Last Google Node (km),Last Google IP,Last Google ASN,Hops Before Exit
037hdx.tv,tranco-rank100k,1.05,1.07,0.981,0.02,exited google,0.11051059519392513,192.178.108.208,AS15169 Google LLC,2
104.156.230.107,vultr-silicon valley,240.07,227.11,1.057,-12.96,exited google,N/A,74.125.243.90,nan,2
104.156.244.232,vultr-miami,230.36,231.53,0.995,1.17,exited google,N/A,216.239.46.104,nan,1
107.191.51.12,vultr-chicago,229.67,237.69,0.966,8.02,exited google,N/A,108.170.238.83,nan,1
108.61.149.182,vultr-new jersey,244.76,232.92,1.051,-11.84,exited google,N/A,142.251.66.65,nan,1
108.61.193.166,vultr-atlanta,240.7,231.72,1.039,-8.98,exited google,N/A,74.125.243.54,nan,2
108.61.194.105,vultr-seattle,239.58,245.71,0.975,6.13,exited google,8061.993384563668,142.251.54.146,AS15169 Google LLC,1
108.61.196.101,vultr-london,226.92,234.56,0.967,7.64,exited google,9522.230398462207,192.178.97.116,AS15169 Google LLC,2
108.61.198.102,vultr-amsterdam,242.75,237.04,1.024,-5.71,exited google,N/A,74.125.243.80,nan,2
108.61.201.151,vultr-tokyo,10.085,227.02,0.044,216.935,exited google,397.1830862160771,72.14.239.222,AS15169 Google LLC,1
108.61.209.127,vultr-paris,241.92,244.45,0.99,2.53,exited google,9657.045419937773,72.14.235.97,AS15169 Google LLC,1
108.61.210.117,vultr-frankfurt,242.28,239.6,1.011,-2.68,exited google,N/A,209.85.252.20,nan,2
108.61.212.117,vultr-sydney,246.86,235.51,1.048,-11.35,exited google,N/A,66.249.94.19,nan,1
108.61.219.200,vultr-los angeles,239.68,229.58,1.044,-10.1,exited google,9209.071867395844,142.251.65.159,AS15169 Google LLC,1
108.61.224.175,vultr-dallas,9.31,242.27,0.038,232.96,exited google,397.1830862160771,142.251.60.112,AS15169 Google LLC,1
11kk.love,tranco-rank10k,1.08,2.58,0.419,1.5,exited google,0.11051059519392513,192.178.108.208,AS15169 Google LLC,2
123-hd.com,tranco-rank10k,0.99,1.13,0.876,0.14,exited google,0.11051059519392513,192.178.108.208,AS15169 Google LLC,2
1242.com,tranco-rank100k,1.26,224.46,0.006,223.2,exited google,0.11051059519392513,108.170.255.228,nan,2
12moviesda.com,tranco-rank100k,0.99,1.07,0.925,0.08,exited google,0.11051059519392513,192.178.108.208,AS15169 Google LLC,2
139.84.130.100,vultr-bangalore,225.96,223.32,1.012,-2.64,exited google,N/A,74.125.251.23,nan,1
139.84.162.104,vultr-delhi ncr,231.53,244.515,0.947,12.985,exited google,N/A,74.125.37.85,nan,1
139.84.226.78,vultr-johannesburg,487.23,488.79,0.997,1.56,exited google,N/A,64.233.174.119,nan,1
141.164.34.61,vultr-seoul,8.89,243.13,0.037,234.24,exited google,397.1830862160771,72.14.239.222,AS15169 Google LLC,1
149.248.50.81,vultr-toronto,236.0,243.71,0.968,7.71,exited google,N/A,108.170.227.246,nan,1
163.com,tranco-top1k,237.67,226.47,1.049,-11.2,exited google,2492.119365514241,192.178.110.118,AS15169 Google LLC,2
1asb.com,tranco-rank100k,0.97,2.54,0.382,1.57,exited google,0.11051059519392513,216.239.47.30,AS15169 Google LLC,2
